,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
2555,8.015,-1.926,-0.756,-1.054,,,-0.757,3.21,-1.856,0.411,-1.833,2.845,,-2.562,-0.22605693,-0.8006174,-2.7771034,A
2556,1.055,-2.085,1.478,3.298,-0.783,-2.016,-2.584,-1.218,-0.539,0.354,-0.568,,1.494,8.49,8.884349,1.8871651,-8.019369,B
2557,-5.916,0.418,-3.157,-1.687,-1.115,-0.848,,0.151,-2.041,1.698,1.557,,-0.066,0.259,-5.119618,-2.7696087,5.4600954,G
2558,-4.58,-1.87,1.5,0.19,3.174,0.395,-1.614,1.998,0.125,,-2.508,-1.305,-1.087,-1.446,2.7319052,1.6556174,-5.1682467,E
2559,-7.692,-3.417,-3.603,-0.061,0.149,0.248,-0.205,,-1.008,-0.769,-0.911,0.333,-1.908,1.172,0.6550921,0.55376524,-1.5904791,E
2560,-1.464,,0.058,-2.397,-2.114,1.185,-1.969,0.997,1.509,2.041,-1.491,0.422,1.954,-2.08,,,1.7717419,A
2561,3.947,-4.141,,8.185,-0.059,1.232,-0.417,-2.074,,1.774,6.239,-0.933,-1.133,,12.480046,4.7963567,-0.28827763,A
2562,-3.656,-1.836,-2.335,,-3.085,1.485,-2.494,1.726,-1.014,2.467,0.481,-0.077,2.514,-2.873,-0.0059624612,1.0574174,1.2336621,B
2563,-2.418,4.115,-5.186,-1.062,-1.695,0.306,-0.627,-1.081,1.577,0.992,3.203,-1.187,,-1.384,-5.666828,,8.506481,G
2564,8.568,,-0.372,-2.424,1.408,-3.041,,,,-0.81,-1.385,0.038,0.255,-1.027,-3.216362,,-0.7097392,A
2565,-3.772,0.504,0.6,-2.707,-3.331,-0.198,2.929,0.988,-0.544,0.674,-0.703,-3.024,-0.76,1.475,-5.51763,-2.1294348,,B
2566,3.358,1.803,,-0.28,-0.69,3.95,0.248,,-0.959,-3.128,0.329,2.799,2.202,-0.235,-2.3362072,,3.704808,G
2567,-5.887,0.96,-3.66,-1.902,-1.087,-0.743,2.04,1.19,-0.517,,1.21,-1.248,,0.379,-5.317712,-2.7188346,5.184115,G
2568,-2.847,3.33,-4.276,-0.804,-0.545,-1.624,1.784,0.847,2.116,-0.163,-0.425,,,0.255,-0.8867891,-1.5052435,-0.5647989,G
2569,1.994,-1.419,3.23,4.977,-2.903,-2.497,-1.632,-2.16,3.292,0.278,2.634,-0.219,-0.88,-1.106,9.837147,1.458939,-4.642431,A
2570,-6.007,-2.472,,-0.36,4.818,-0.058,-0.973,,-1.407,,0.05,-1.482,1.417,,-0.8617721,-0.37413913,0.67048126,E
2571,,-3.328,-2.916,2.496,,-1.262,-0.912,2.193,,3.337,0.626,1.995,-0.815,-0.844,5.6098404,,-3.7490158,A
2572,-3.557,-2.581,,-0.851,3.546,1.125,2.52,0.262,-1.045,,0.727,0.827,-0.675,1.391,-3.0642822,-0.3959913,3.6431723,E
2573,,-2.688,2.062,0.9,-1.448,-0.23,0.439,1.47,0.054,6.522,-2.406,-0.336,3.413,,,1.8311477,-6.562145,A
2574,-6.257,-3.554,-0.44,0.575,3.956,0.588,-2.143,-1.053,,-2.126,-1.403,-2.446,0.065,0.754,2.4861562,1.563539,-3.4424262,E
2575,10.79,-2.709,-1.856,-3.461,1.24,2.643,1.939,2.526,0.37,-0.342,-0.587,0.515,0.912,-0.638,-8.360478,-1.0638696,6.350046,A
2576,,4.557,-2.676,-1.782,-1.504,2.157,-1.741,-0.541,1.764,-0.772,0.616,1.062,1.594,-1.169,-5.4699464,-0.5044172,5.6551347,G
2577,-0.041,0.504,3.325,0.625,4.395,1.545,,,1.252,-0.889,1.396,-2.1,0.688,1.58,-0.44063526,0.81885207,2.791318,E
2578,10.908,-5.027,-2.761,-2.955,,0.474,-1.535,1.823,0.964,0.602,-0.003,-0.134,,-0.135,-7.002687,-2.271313,5.2787085,A
2579,1.047,,1.441,3.108,-3.485,7.364,0.167,-4.606,0.067,,,-1.005,-0.365,,6.406248,8.215695,-4.1619205,B
2580,,-5.146,-2.228,-3.159,1.78,,0.507,0.1,1.378,0.575,1.046,-1.622,-1.585,-0.276,-8.126572,-3.6266608,7.075256,A
2581,-6.851,-2.502,0.433,-1.162,-0.358,,-0.316,3.393,1.583,1.441,-1.19,0.138,-1.114,,-1.0724822,,-1.3358102,E
2582,5.359,2.312,2.717,1.698,0.543,,1.633,1.945,-0.099,-1.483,0.205,-0.879,-0.604,2.875,0.5855478,,,B
2583,7.941,-3.497,-0.857,-2.934,0.008,-2.27,-0.429,-1.769,-0.709,-0.316,0.107,-1.041,1.059,1.824,-6.109349,-4.0255566,3.686349,A
2584,,-2.132,-3.453,-2.571,-4.556,0.684,-0.504,-1.246,-1.204,0.879,-1.101,1.108,0.997,-0.368,-5.123073,-1.2616956,2.5334377,A
2585,7.658,-3.852,-0.094,-2.546,,-3.68,-1.245,-0.704,-0.059,0.094,-1.812,0.053,0.871,0.258,-2.8637478,-3.619791,-1.7880485,A
2586,-0.204,,2.272,-2.843,-2.435,-1.828,,0.909,-0.776,-0.946,2.713,2.6,-0.673,0.75,-8.575768,-4.9613647,9.12398,A
2587,-5.101,0.881,-5.603,-1.386,-1.27,1.084,,-1.789,1.743,-0.514,,-1.72,0.82,-1.029,-6.974283,-2.2613215,,G
2588,3.455,0.156,4.754,0.371,0.704,5.309,,,-1.696,-0.857,0.343,-1.788,-0.386,1.775,-1.3137224,3.4764957,3.518806,A
2589,-2.219,4.559,-1.806,,0.706,2.172,,-1.255,1.602,-1.273,2.723,-1.579,2.56,0.021,-10.101768,-2.5106697,11.834682,G
2590,1.196,,2.041,2.529,-1.363,,,,,,0.695,,-1.757,0.084,6.238561,-0.05366099,-4.8232875,A
2591,,-2.976,1.522,-1.028,2.411,-0.217,-2.883,,-0.626,-3.265,-1.833,-1.032,0.465,-0.569,-0.52951634,,-2.140088,E
2592,-7.345,-2.633,-0.278,-1.463,,-0.559,-0.337,,-0.73,-2.448,,0.102,-1.609,-0.938,-3.5002897,-1.7792783,2.746572,E
2593,8.777,-0.883,-2.849,-4.156,-0.635,3.671,1.287,1.002,,-2.338,0.894,1.747,,1.366,-11.760209,-1.758661,11.202142,B
2594,-0.054,,2.013,1.178,-2.546,-3.014,-1.093,-0.857,,2.988,-1.648,0.51,2.551,-2.31,5.368165,-0.04584354,-7.2944503,B
2595,8.863,-3.604,0.455,-1.138,0.432,-4.028,-0.489,-0.574,0.084,,-0.665,0.312,0.334,-0.699,-0.59422666,-3.1818347,-2.0509224,A
2596,-1.875,-0.025,2.815,-0.225,-3.631,0.394,,,-3.022,0.613,,,-0.506,-2.084,,,-3.157119,B
2597,0.97,3.46,5.026,-1.953,-2.969,-1.492,2.542,-0.214,-0.406,1.868,0.322,-2.105,-0.747,0.029,-4.316116,,2.9765453,B
2598,5.727,-4.235,0.859,-3.716,0.555,-2.346,-0.441,-3.201,-0.965,-0.617,,0.744,0.325,0.837,-5.5865192,-3.5724955,0.10603571,A
2599,,0.238,2.546,1.059,-0.5,5.183,2.36,-3.502,-0.016,0.678,-1.706,-1.881,-0.609,0.907,2.307207,5.011461,-1.8921567,B
2600,0.787,4.599,1.87,-2.688,-2.741,3.692,0.762,0.864,-1.085,-4.082,-0.76,-1.249,-0.288,0.522,-6.7669716,0.35081744,5.376759,B
2601,,3.13,4.443,-1.681,,-0.193,-1.874,,1.171,-3.01,2.286,0.089,1.542,-1.258,,,7.358836,E
2602,10.661,-5.79,-2.078,-3.324,2.511,-0.644,-1.677,0.807,0.81,0.477,0.769,,-0.848,0.237,-8.217075,-3.6747909,6.745903,A
2603,-2.547,0.566,1.88,0.099,0.387,3.082,-2.036,1.596,2.608,1.568,-2.911,1.967,-0.684,-1.47,,,-4.0913267,A
2604,-2.324,-1.323,3.843,-1.479,4.094,-1.555,4.316,-1.771,-1.642,,-0.448,4.694,-1.013,0.269,,-2.0376,0.57009053,E
2605,,,3.772,,4.107,,-2.013,-0.829,,-2.364,0.754,,-0.195,-1.191,,-3.2178957,2.2684107,E
2606,-7.859,-2.637,-0.719,-0.893,0.947,-0.947,,,,0.951,0.081,0.092,-1.706,0.044,,-1.4095738,1.0543554,E
2607,1.493,0.261,4.232,,-0.038,0.788,3.121,-2.86,0.077,1.312,-2.386,-1.9,1.06,0.131,-0.19185948,0.8385912,-2.7228498,B
2608,,,-1.911,-1.776,-1.817,-0.875,0.291,1.342,-0.671,-0.726,-0.989,0.957,0.128,-1.058,-2.8505445,-1.6019738,0.41055226,A
2609,-8.008,-0.926,-3.299,-1.539,-0.178,,0.055,-0.364,-1.981,-0.337,-1.015,-0.276,0.642,0.698,-2.4409928,,0.26607752,G
2610,7.837,-3.365,-1.599,-3.096,-0.657,-2.629,,-0.137,-0.41,-1.6,0.189,-0.056,0.159,0.127,-6.439366,-4.4318347,3.8931127,A
2611,,,-4.378,-1.699,-1.215,0.299,,1.826,-0.437,0.596,-0.573,-0.66,-0.385,,,-1.0061826,1.8894857,G
2612,-3.836,-0.724,,-2.003,-1.261,5.677,-0.866,0.237,-1.936,,-0.488,3.002,0.843,-0.287,-6.1326547,2.0544348,6.064881,B
2613,2.749,6.787,-4.503,1.483,2.438,1.395,-0.417,-0.731,-0.733,0.291,-0.003,0.35,-0.944,-1.533,2.952675,2.1644435,-1.5985984,G
2614,-6.096,-0.016,-2.366,-2.355,-2.969,-3.492,3.665,2.594,2.307,1.635,-0.57,-1.44,-0.85,0.263,-3.6895857,-3.9516,0.5401261,G
2615,-2.721,-0.452,5.128,-1.974,5.106,-1.15,-2.696,0.467,-0.329,-3.359,-0.689,,-0.06,-0.237,-3.504156,-2.0950172,1.1761681,E
2616,-2.846,-0.415,4.653,-0.782,4.453,0.345,-2.744,-0.859,1.231,-3.771,-0.455,-2.5,0.565,0.029,-1.4893879,-0.23847827,0.61498016,E
2617,-0.106,,5.073,-1.458,-4.607,-3.188,-0.448,1.12,,1.74,,,0.428,1.813,-1.7822009,-3.0139823,-0.6390861,B
2618,,,-2.4,0.531,-2.7,-1.912,3.732,,,-0.779,-1.275,-2.086,0.783,-0.01,3.1269903,-0.10338259,-4.7303114,A
2619,-1.49,1.43,5.021,,3.294,1.093,,-5.035,0.671,2.736,-2.451,,1.717,,-2.3043869,0.284374,-1.1514103,E
2620,3.051,0.126,4.514,1.851,0.278,-0.338,1.128,-3.335,-2.305,1.521,,,2.285,-1.08,,2.3996608,-7.450434,B
2621,-2.041,,4.871,-1.344,1.854,-1.855,-0.565,-0.327,2.772,-3.093,0.204,,-0.086,-1.938,-2.6660676,,1.475033,E
2622,-5.591,,,,-0.519,1.537,0.959,-2.421,-1.909,0.834,1.46,0.407,0.723,-1.181,-3.5789964,-0.37440002,5.156541,G
2623,0.982,2.953,5.114,-1.97,-2.581,-4.874,-1.408,2.768,2.069,0.947,,1.542,-0.643,,-4.7306857,-5.7162433,4.0626802,A
2624,2.763,1.53,7.419,-2.356,-0.715,-1.644,-1.637,-1.876,0.119,,1.138,0.075,,,-5.9867125,-3.6420345,5.2175016,A
2625,-4.072,-0.303,,-0.951,4.127,,-1.766,,2.091,-0.389,-1.173,1.06,,-0.711,-1.5655698,0.65726095,0.15023184,E
2626,-2.095,,0.076,-0.365,,8.269,1.069,-1.841,-1.593,1.028,-1.806,0.432,-0.171,-1.092,-1.9625335,5.7548695,2.3056273,B
2627,3.126,8.133,-3.342,1.083,,-0.419,0.695,,,0.438,-1.982,1.15,-0.929,,4.572099,1.6617911,-6.130064,G
2628,3.322,5.963,-1.509,1.608,2.556,0.697,2.212,-0.858,-0.694,,-0.363,1.755,-0.86,2.33,3.832697,2.0145652,,G
2629,-2.082,0.148,3.44,,1.586,0.876,1.351,1.23,2.677,-2.094,-1.684,-1.87,2.536,-2.965,0.33173323,1.0092173,-2.1346889,E
2630,1.193,2.348,2.061,,-1.975,2.474,-1.683,0.362,,-3.399,0.106,0.874,-1.339,0.222,-8.422046,-1.3062087,7.2499714,B
2631,8.394,-3.772,-2.028,,,0.768,0.497,0.616,-0.222,-0.663,-0.461,0.496,-0.631,,-7.6935983,-2.248061,5.28855,A
2632,1.467,5.208,2.433,-2.195,,-1.331,-0.173,-2.676,-2.71,,1.45,0.588,0.909,-1.421,-6.0246468,-3.460713,5.7844834,G
2633,1.559,1.325,4.521,-1.255,-2.689,-0.368,0.872,-0.18,-3.18,0.876,-2.116,,,-3.293,-0.7286279,-0.27290428,-2.4317412,B
2634,-8.205,-3.856,-3.276,-0.673,0.499,-0.626,2.554,1.555,-0.816,-0.208,0.257,1.25,-1.697,,-1.5899842,-1.1045305,,E
2635,0.566,4.025,2.299,-2.937,-4.487,0.895,-2.024,1.12,,,0.31,-0.091,0.594,0.554,-7.410097,-2.1472173,6.158678,B
2636,,1.625,0.506,-2.234,-5.932,2.877,-1.067,1.05,-1.542,-0.445,0.51,,,,-6.663336,-0.39413896,6.6679916,A
2637,,,-3.023,0.199,-2.204,-1.68,-1.162,0.825,3.301,2.412,-0.171,1.005,,0.471,1.208726,-0.794026,-1.7735518,A
2638,-7.625,-4.406,-3.755,-0.184,1.275,0.395,-1.46,1.982,-1.218,-0.485,,-0.49,-1.091,1.408,,1.0518434,-3.394459,E
2639,11.354,-6.577,-3.226,-3.722,1.051,1.808,1.185,0.178,2.369,1.754,0.128,-0.442,-1.19,0.914,-9.367733,-2.1679997,,A
2640,-5.447,,-2.898,,1.423,,,1.667,-1.117,-0.419,0.95,,-0.484,1.492,,-1.5594261,3.209872,G
2641,-0.3,2.259,0.394,-2.272,-4.887,-2.483,-1.374,0.379,0.277,-1.997,,0.678,1.31,3.017,-4.6965756,-3.6823914,2.8401506,B
2642,2.933,6.214,-4.882,2.474,1.401,-1.276,-1.974,-1.934,,0.154,-0.429,,-1.147,-1.271,6.585511,,-5.8683095,G
2643,,-3.148,-0.604,2.098,3.813,0.923,-3.565,1.148,-2.504,1.472,0.354,-1.843,1.19,,4.1943707,2.2267652,-2.2141812,E
2644,2.429,-0.572,2.993,3.317,0.879,,-0.975,1.353,-0.948,3.599,0.363,-0.47,3.049,-1.156,7.4473968,2.4884257,-5.071998,A
2645,-2.016,2.639,5.517,-3.093,1.134,,,0.623,,1.442,,-1.7,-2.492,-0.958,,-3.900026,2.310669,E
2646,1.106,6.109,1.474,-1.148,-0.175,-3.105,4.218,3.043,1.238,1.336,,-1.941,0.271,2.875,-2.0569198,-3.185626,0.9177837,G
2647,-8.067,-3.98,-2.192,-0.692,2.338,0.391,,0.064,-0.986,-1.227,0.652,0.414,-0.454,0.863,,-0.6801043,2.746344,E
2648,-1.571,-1.554,4.449,2.556,1.762,1.744,0.676,3.295,1.757,0.895,-0.786,,-3.12,0.025,,3.7040868,-4.773033,E
2649,-3.356,-1.252,2.902,,-1.535,-0.439,3.145,0.804,6.213,2.078,-1.493,0.188,1.784,-0.944,-0.8767624,-0.46440864,-1.5231016,B
2650,,-2.762,-0.634,-2.954,0.363,-1.783,-0.355,0.496,-1.153,-0.658,-2.523,-0.378,-0.562,-0.805,-3.7773633,-2.434478,,A
2651,2.199,6.583,-4.42,,0.848,0.364,-2.417,-0.603,0.465,0.333,-1.974,0.107,-1.215,-1.043,6.87662,3.118487,-7.485317,G
2652,-7.38,-1.886,-3.662,-1.059,1.677,0.207,,0.247,-1.635,0.604,1.16,2.145,-0.599,-0.129,-3.6469479,-1.366226,4.2790174,G
2653,,-1.229,,9.181,-1.429,,2.663,-1.754,-1.329,-4.291,-1.254,-0.814,-0.789,-1.325,23.228392,7.235147,-19.436121,A
2654,0.764,1.101,,1.943,2.82,1.5,-3.579,-1.74,0.759,1.77,1.609,0.769,1.218,,2.4200473,1.8311912,,G
2655,,-2.718,-1.917,1.005,,1.102,,1.233,,,-1.194,-1.35,-0.069,1.499,3.1010714,2.1556697,-3.4077153,E
2656,11.226,-3.196,,-4.074,0.826,-0.508,,-0.399,0.03,,0.143,-0.449,0.365,0.631,-9.394314,-3.9315388,6.8233027,A
2657,1.394,4.363,2.755,-2.932,-4.138,,0.392,3.19,0.111,-1.369,-0.414,-0.709,0.188,2.113,-5.6895776,-3.604052,2.7900221,B
2658,0.011,3.837,4.176,-3.165,-0.657,-0.924,-0.048,-2.903,,0.569,,-0.554,-0.617,,-9.973603,-4.8488607,10.965397,G
2659,2.507,7.303,-0.451,-1.401,2.301,1.777,-0.833,-0.154,1.105,-0.61,0.597,2.137,-1.002,1.988,-4.4377394,-0.40160877,4.7281127,G
2660,0.485,-1.223,2.952,-0.203,-1.987,2.89,2.081,-1.269,1.241,0.244,-3.363,1.684,0.448,-2.148,1.7851719,3.299748,-4.6272335,B
2661,-5.002,,1.335,,3.481,-0.191,-1.417,-0.19,-0.321,-3.49,0.147,,0.315,-1.381,-2.3820448,-1.0585303,1.8528212,E
2662,-3.797,-2.316,2.358,1.274,3.878,0.115,1.137,0.033,1.616,-1.411,,-0.097,1.386,-0.682,,0.9538088,-1.1430906,E
2663,-6.767,-1.402,,-1.308,,-1.446,,-1.463,-0.938,-3.129,0.093,,-0.606,-1.026,-2.617007,,1.4539206,E
2664,4.824,8.32,-4.516,2.33,2.436,0.028,-1.187,-0.294,-0.019,1.106,-1.235,0.248,,-0.412,,2.6557477,-6.4199295,G
2665,-1.635,,0.027,-0.514,-1.135,-0.615,1.308,0.765,,0.112,-0.881,1.982,1.066,-1.077,-0.1235528,-0.39533046,,B
2666,-3.96,-0.832,1.406,-1.441,3.93,-1.572,-3.071,0.303,-0.781,,,-1.752,0.831,-1.138,-3.0497587,-2.3695912,1.950307,E
2667,6.413,2.673,0.351,4.285,,-2.352,4.944,1.542,-4.897,-1.643,-2.753,-1.517,2.124,-1.752,,,-14.347039,A
2668,-0.445,-0.72,0.953,3.075,-4.858,-2.069,-3.548,0.121,0.243,1.374,-1.427,1.724,-2.355,0.489,9.218372,2.0858347,-9.426501,B
2669,4.333,7.043,-2.028,1.312,2.028,-2.064,-1.646,,-0.432,1.265,-0.883,0.723,-0.04,1.402,,0.28628713,-5.346574,G
2670,-3.68,2.724,-3.803,-0.303,0.457,-2.065,,2.158,-0.114,0.662,,,-1.791,0.75,0.7572037,-1.1761826,-2.390938,G
2671,-3.386,-3.123,,1.533,,-0.462,-2.185,2.877,0.753,1.837,-0.722,,,0.249,4.408533,1.4016521,-4.351415,A
2672,-4.388,-1.911,3.065,-1.277,3.038,-1.394,1.044,,2.573,0.057,,-0.066,,-0.089,-1.8000982,-1.6387216,-0.16837764,E
2673,,-1.863,-3.071,-3.286,-0.019,,,1.79,0.026,-2.485,,,,1.177,-8.802781,-1.670826,7.8684688,B
2674,8.015,-4.985,-0.998,-4.633,-0.775,-3.885,-0.144,-0.356,,0.768,,0.766,2.913,-0.486,,,3.832947,A
2675,-6.714,-4.22,-2.096,,2.995,-0.943,-1.277,1.597,-2.595,,0.19,-1.925,,1.507,3.0970278,,-2.3745034,E
2676,-0.303,1.037,5.907,,4.547,-1.853,0.579,2.947,-0.568,-0.22,-0.408,-1.705,-1.864,-1.436,4.0912,0.18904333,,E
2677,-3.027,-1.899,1.169,1.619,1.206,0.427,4.139,0.799,,1.661,-1.419,2.183,-1.144,0.672,4.9744835,,-5.3379183,E
2678,-7.835,-2.873,-1.243,-1.198,0.676,-1.203,0.837,2.899,0.698,1.356,-1.278,0.705,,,-1.1187875,-1.1614782,-1.3640705,E
2679,-2.607,4.825,-4.241,-0.332,-0.164,-1.755,,0.468,1.973,,0.01,-1.9,0.194,,-0.16991512,,-0.55945694,G
2680,1.201,0.923,6.855,-0.103,4.194,-0.504,-2.316,1.788,1.259,,-0.366,-0.762,-0.033,,0.29072487,,-0.8985408,E
2681,,-3.072,-2.246,-0.852,-0.002,-0.08,,1.851,-1.8,0.172,-2.375,,-0.788,0.535,0.35537565,0.38621736,-3.4507594,E
2682,3.966,1.256,,2.141,1.418,0.545,0.195,4.181,0.033,3.016,1.022,,,0.444,3.7780147,,,A
2683,2.703,-2.034,-0.927,-2.256,-1.715,-5.429,-0.61,,,-2.065,-2.313,-1.077,0.55,1.288,-1.1008232,-4.2143216,-4.4313107,A
2684,1.268,-2.451,1.385,1.136,1.415,,0.331,-3.02,-1.967,1.683,-1.458,-0.377,0.488,-1.126,2.1253428,5.172122,,A
2685,,-0.454,2.937,2.179,4.946,0.815,-3.141,1.68,-1.401,0.77,-0.219,-1.122,1.71,-0.079,4.97428,2.5135913,-3.5869427,E
2686,-2.984,-0.864,2.572,0.439,3.925,3.001,-2.121,-1.472,1.247,-1.751,0.529,-1.582,0.697,-0.262,-0.5363236,1.9984261,2.2849336,E
2687,-0.143,2.12,3.841,-3.125,-1.992,6.585,0.276,1.975,,,,1.846,2.242,0.691,-10.078402,1.1184089,10.71568,B
2688,-6.661,-0.655,-4.479,-0.297,0.509,-0.096,-0.207,-0.498,-0.346,-0.825,0.833,,-1.095,-0.292,,-0.73124343,2.133362,G
2689,11.095,-4.333,-2.734,-3.377,0.023,0.508,-0.604,1.57,0.297,-1.145,-0.573,1.979,1.204,0.802,,-2.334461,4.8514285,B
2690,5.866,-0.287,3.903,-0.492,-1.053,,3.462,-0.276,-0.771,0.674,1.485,-2.273,-1.99,0.055,-4.481841,,7.4167814,B
2691,0.954,,-4.073,1.014,2.538,-1.045,-1.065,-1.223,,0.831,-0.891,,-0.337,0.071,3.57275,0.6691044,-4.1995897,G
2692,-4.527,-2.835,-2.738,1.813,-3.752,-1.335,-0.2,0.745,,0.34,-1.069,0.033,0.479,-1.986,5.69548,1.2705476,-6.0958652,A
2693,-0.038,1.617,4.221,-2.363,-3.039,,1.56,0.957,0.344,,0.674,-1.162,-2.814,-0.577,-5.777141,-3.0143127,4.703512,B
2694,,,,-2.114,-0.754,,2.388,0.368,-0.79,0.711,1.968,-1.192,-0.753,-0.097,-6.2594085,-3.7904,,G
2695,3.793,6.857,-4.002,1.172,2.344,-0.212,0.154,0.136,-0.534,,-0.137,0.285,1.439,-0.398,2.9195333,0.9543044,-2.3904593,G
2696,-4.085,-2.455,-0.333,-1.101,,,-3.155,,-1.041,-1.007,,,0.587,-0.324,-0.9142957,-1.4987998,,A
2697,0.244,2.61,2.735,-3.136,0.444,0.763,,0.762,-0.015,-2.164,0.697,0.346,1.253,1.136,-8.199856,,,B
2698,3.679,-0.274,3.817,2.681,1.081,2.084,-3.365,0.305,-0.87,,3.984,-2.402,0.295,-0.282,1.626024,,,A
2699,2.884,1.086,3.787,0.369,-2.748,,,,-0.934,0.186,0.255,-1.693,-2.23,1.572,-1.7635262,4.476287,4.336046,B
2700,13.08,-4.257,-2.473,-2.764,,0.24,0.42,1.228,1.157,0.924,1.173,-1.924,-0.984,,,-2.8346171,7.1986713,A
2701,-4.082,-0.71,0.12,-0.569,-3.555,-1.801,2.827,-0.995,-1.714,0.629,-0.352,0.066,0.095,-2.427,,-1.4478955,-0.9269116,B
2702,,1.872,2.495,-1.683,-3.48,8.899,0.662,-0.368,0.176,-0.098,-1.42,-0.293,1.055,1.188,-5.6061378,4.811896,5.720077,B
2703,-3.717,-0.895,2.224,-1.339,1.713,-1.876,,0.011,,-0.54,0.174,-0.412,-3.61,-1.25,-2.6181574,-2.4251301,1.3919228,E
2704,3.114,6.795,-4.698,1.436,,0.043,-0.891,0.514,0.88,-0.371,-0.666,0.634,0.247,-0.147,3.9546618,1.6057217,,G
2705,0.618,7.759,-4.76,0.168,,-0.681,-1.1,-1.006,0.602,0.232,-1.641,-1.425,0.36,0.894,2.214309,0.53308696,-4.064901,G
2706,-2.447,-2.206,-3.536,1.815,-1.18,2.327,-1.589,1.7,-1.055,1.624,0.55,3.495,0.665,-1.974,2.8626401,2.7625566,,A
2707,-4.134,-3.161,,1.293,2.751,0.62,-2.491,-0.121,-1.449,,-0.014,-1.318,-0.32,1.326,2.7921162,,,E
2708,-5.894,,-3.4,-0.539,-1.272,,,,-1.613,1.148,-0.994,-0.618,0.841,,-0.22417939,,-1.2294812,A
2709,-0.839,1.563,3.451,-1.09,1.416,4.282,-1.761,1.142,0.376,0.507,-0.029,3.371,,-0.405,-3.9798563,1.7474521,4.5559382,G
2710,-2.255,5.113,-4.847,-0.71,2.225,0.559,0.201,-0.62,0.111,0.874,1.952,0.192,1.818,-2.446,,-1.2349217,5.5316114,G
2711,-3.017,,-1.258,2.0,-4.842,-1.197,-3.468,0.784,2.053,-0.526,-0.307,-0.754,0.487,0.767,5.3425875,1.1418695,-4.7703576,A
2712,4.474,-2.476,0.109,-4.49,-2.015,0.315,,-2.075,-1.148,1.793,-3.736,,-0.212,,-6.885969,-1.8553734,0.16310835,A
2713,-7.052,-2.307,-3.044,-0.854,0.065,-1.118,-0.009,1.356,,0.35,1.713,-1.787,,-0.798,-3.2485805,-2.291626,4.199329,E
2714,2.13,0.131,-0.222,,-1.052,2.906,-1.123,0.202,-1.006,-3.128,-0.715,2.716,1.492,-0.517,0.8634654,2.6164086,-0.4265629,G
2715,7.937,,-3.917,,,2.072,1.761,2.405,1.115,-1.928,0.032,0.888,3.226,0.94,-10.072399,,8.192656,B
2716,-4.205,2.515,-5.278,0.001,-0.429,0.016,0.916,1.654,0.816,1.304,2.473,-1.465,,-2.092,-2.3982944,-1.2148609,,G
2717,,-3.902,-2.56,,2.543,-0.535,-0.759,-0.021,-1.355,-1.671,-1.343,-0.676,-0.769,0.753,1.3981661,0.29766092,-3.016649,E
2718,,-0.433,4.364,,4.042,0.4,-0.11,5.144,0.315,-0.245,-1.907,,-2.405,0.169,,1.8269478,,E
2719,,-0.815,4.498,2.359,-1.052,,3.318,0.336,2.7,2.986,-2.291,-0.36,1.502,1.948,7.5370674,3.4454174,,B
2720,-4.527,0.24,-5.524,-0.798,0.625,1.561,-0.333,-0.908,0.368,-0.988,2.795,-1.179,-0.134,,-5.0955524,-1.1019391,,G
2721,-0.273,-1.343,0.253,0.949,-1.606,8.03,2.832,-3.251,-1.639,1.15,-1.739,,-1.014,0.051,1.0975406,6.7146344,0.073675394,B
2722,7.261,-1.958,-0.659,,-1.229,-0.122,3.551,-0.443,,-2.538,0.312,-0.022,0.696,,25.213737,9.336801,-17.976809,A
2723,1.798,1.687,5.779,3.304,4.046,,0.358,5.572,0.277,0.94,-1.03,-1.383,-3.874,-1.398,8.925866,,-8.1838455,E
2724,-1.972,-1.025,0.501,0.135,1.305,-0.284,0.838,-1.357,-0.757,0.911,-0.095,-2.45,-1.1,,,-0.013330445,-0.6050574,E
2725,-2.496,4.864,-2.778,-1.096,-1.902,-1.961,1.357,1.015,1.244,0.401,1.442,-1.525,,0.891,-3.2541478,,3.5082517,G
2726,-3.902,0.249,2.501,-2.008,-4.046,0.828,0.241,-0.563,-2.511,2.169,-2.804,,-1.124,,-2.2202322,,,A
2727,3.445,-1.993,-0.803,-4.13,,-0.747,-1.793,1.833,-0.264,-0.172,-1.694,3.266,,-3.202,-7.6620026,-3.2193565,3.0236297,A
2728,5.275,,,2.699,,0.145,-1.146,,-0.733,1.401,-1.885,0.363,-0.259,0.399,,3.3720431,-8.28847,G
2729,,-5.449,-1.216,-1.905,,-0.088,,-2.865,0.831,-0.558,-1.121,,,,-3.2941856,-1.1559913,0.869936,A
2730,,-1.154,,,-4.029,-2.918,-3.374,-0.442,0.502,,1.285,-1.454,-1.786,1.823,2.5521975,-1.4177477,-1.3046601,A
2731,1.782,2.268,1.966,-0.358,-2.101,5.511,-0.331,-2.844,-2.682,-1.442,,-0.254,,-1.541,-2.9814255,3.015148,4.6884947,B
2732,1.629,0.275,3.086,-0.437,-2.103,2.42,0.589,-3.279,-1.6,1.427,,-0.338,-2.522,0.112,,,1.0467837,B
2733,8.646,-5.75,-1.834,-2.695,,-0.392,1.103,-2.87,,1.234,,-0.161,1.245,2.436,-5.593048,-2.3276956,3.212236,A
