id,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,label
21633,24.0,436.0,,16.53,0.4579999999999999,0.71,0.42,23.85,7.71,0.0,,0.21,0
21634,140.0,8854.0,63.24,78.01,0.107,,0.0,23.78,6.17,0.86,5.21,,0
21635,13.0,545.0,41.92,,0.154,0.85,8.48,19.13,2.75,0.88,8.54,0.54,0
21636,23.0,,71.57,78.43,0.174,0.3,3.22,23.83,5.58,0.0,9.0,0.39,0
21637,72.0,2846.0,39.53,0.6,0.0139999999999999,0.01,,8.78,2.66,0.0,,0.0,0
21638,85.0,3252.0,38.26,20.01,0.071,1.0,13.93,,2.34,,9.0,0.54,1
21639,14.0,6567.0,,640.59,0.643,0.29,9.77,22.48,4.34,0.0,9.0,0.5,0
21640,32.0,,76.0,47.45,0.188,0.41,10.63,14.37,0.96,0.0,9.0,,0
21641,12.0,849.0,,,0.417,0.42,5.15,23.15,4.96,,9.0,0.0,0
21642,15.0,,155.07,,0.267,0.13,9.4,22.22,3.63,0.0,11.0,,0
21643,12.0,640.0,53.33,35.15,,,13.37,21.47,2.33,0.0,9.0,0.42,0
21644,,115.0,9.58,,0.25,0.83,,20.98,0.71,,8.0,0.0,0
21645,13.0,638.0,49.08,44.69,,0.54,5.27,16.82,3.48,0.28,,0.85,0
21646,20.0,,21.75,21.66,0.7,0.65,0.12,23.7,9.13,1.33,8.25,0.0,0
21647,13.0,13221.0,1017.0,,,1.0,20.12,23.53,1.11,0.28,9.92,0.0,0
21648,14.0,842.0,60.14,37.88,0.7859999999999999,0.71,8.5,14.1,1.8,0.0,9.0,0.71,0
21649,13.0,593.0,45.62,73.47,0.462,0.38,6.8,17.93,2.99,0.0,9.0,,0
21650,22.0,883.0,,44.92,0.955,,11.72,23.38,3.51,,,,0
21651,29.0,443.0,15.28,17.95,,,0.08,23.82,7.59,0.0,9.0,,0
21652,143.0,5932.0,41.48,,0.063,0.99,10.88,19.53,,0.0,9.0,0.7,1
21653,,,20.6,,,0.26,0.07,,,0.7,8.72,0.07,0
21654,17.0,1078.0,63.41,31.84,0.059,,5.82,22.57,7.14,,10.47,0.06,0
21655,11.0,922.0,83.82,50.32,0.273,0.27,14.23,15.15,0.32,0.3,7.09,1.0,0
21656,,2777.0,23.14,17.39,,0.99,,,1.32,0.0,9.0,1.0,1
21657,16.0,371.0,23.19,,0.375,0.5,1.72,,,0.0,9.0,0.69,0
21658,14.0,780.0,55.71,59.2,,0.43,5.07,21.05,5.29,1.03,8.14,0.29,0
21659,49.0,2225.0,45.41,34.78,0.0819999999999999,1.0,10.07,14.27,1.19,0.0,9.0,1.0,1
21660,12.0,1073.0,89.42,71.53,0.1669999999999999,0.17,,20.08,4.87,0.0,,0.5,0
21661,30.0,1658.0,55.27,72.4,0.1,0.7,9.92,19.77,2.88,0.5,8.57,0.93,0
21662,25.0,2344.0,93.76,145.25,0.24,0.52,5.58,15.78,,0.0,9.0,0.44,0
21663,12.0,1347.0,112.25,202.85,0.3329999999999999,0.08,17.83,22.5,,,5.0,0.42,0
21664,12.0,896.0,74.67,,,0.33,5.5,20.67,,2.01,9.25,0.08,0
21665,,,,,0.462,0.31,8.33,12.08,1.03,0.38,8.85,,0
21666,,595.0,,44.64,0.182,0.45,7.5,14.0,2.54,0.9,,0.55,0
21667,19.0,1152.0,60.63,68.13,0.158,0.84,13.2,,0.38,0.0,9.0,1.0,0
21668,16.0,339.0,21.19,,0.938,0.5,0.08,21.33,8.41,0.0,9.0,0.19,0
21669,,4153.0,29.66,27.46,,0.96,10.4,14.97,1.24,0.0,9.0,1.0,1
21670,,377.0,,35.81,0.833,0.5,8.0,,3.99,0.0,9.0,0.33,0
21671,16.0,876.0,,54.92,0.625,0.38,2.1,,6.07,1.37,8.5,,0
21672,21.0,1496.0,71.24,,0.429,,9.82,18.17,,0.0,,0.86,0
21673,13.0,361.0,,28.0,0.308,,9.78,13.8,1.12,,9.0,,0
21674,12.0,,24.17,35.27,,0.33,7.85,23.13,,0.0,9.0,0.42,0
21675,18.0,1727.0,95.94,,0.278,0.89,9.38,15.93,2.46,0.92,8.44,0.78,0
21676,,373.0,15.54,11.45,0.917,,9.65,,3.59,0.0,9.0,0.29,0
21677,11.0,192.0,,13.53,0.909,0.36,11.78,,2.82,0.69,8.55,0.73,0
21678,28.0,860.0,30.71,,0.679,0.39,0.07,22.33,5.29,0.0,9.0,0.29,0
21679,,657.0,54.75,60.7,0.583,,9.62,14.38,1.66,0.39,8.83,0.5,0
21680,,318.0,,20.89,0.429,0.5,9.28,23.18,4.77,0.0,9.0,0.64,0
21681,14.0,8309.0,,588.14,0.286,1.0,20.18,23.63,1.29,,10.0,0.0,0
21682,12.0,4423.0,368.58,587.02,0.583,0.25,19.97,22.9,1.18,0.0,11.0,0.0,0
21683,19.0,3784.0,199.16,69.78,0.105,0.05,3.42,,4.61,,4.0,0.74,0
21684,11.0,211.0,19.18,12.09,0.727,,10.28,22.4,4.25,0.93,7.55,0.73,0
21685,,473.0,43.0,26.08,,0.55,1.27,19.43,7.14,0.0,9.0,0.18,0
21686,11.0,284.0,25.82,20.56,0.273,0.36,,21.23,7.36,0.0,9.0,,0
21687,15.0,604.0,,51.77,,0.53,9.08,18.3,,0.26,8.93,0.27,0
21688,19.0,,,22.21,0.789,0.58,,,1.91,0.0,9.0,0.0,0
21689,88.0,,22.65,17.42,0.057,1.0,13.6,18.75,,0.0,9.0,0.86,1
21690,31.0,2952.0,95.23,129.2,0.419,0.26,8.47,22.88,4.29,,9.0,0.39,0
21691,13.0,1026.0,78.92,84.14,0.615,,9.18,,3.06,0.38,8.15,0.77,0
21692,11.0,2566.0,233.27,145.93,0.545,0.18,13.78,19.45,2.43,,11.0,0.55,0
21693,11.0,11903.0,1082.09,,0.273,0.73,,23.68,1.22,,10.0,0.0,0
21694,12.0,1476.0,123.0,93.31,,0.17,0.5,22.48,,1.56,5.67,0.5,0
21695,16.0,,167.81,194.38,0.625,0.5,10.23,,2.41,3.4,9.69,1.0,0
21696,25.0,5719.0,,723.92,,0.12,12.27,,1.56,,11.0,0.12,0
21697,20.0,472.0,23.6,19.07,0.55,0.35,8.65,21.52,,2.2,8.0,0.4,0
21698,12.0,213.0,,12.09,0.667,0.42,3.3,23.23,7.27,0.0,9.0,0.17,0
21699,,543.0,49.36,39.24,0.364,0.91,8.07,19.78,,0.6,8.82,0.55,0
21700,11.0,1067.0,97.0,,0.364,0.18,7.33,20.5,4.21,0.0,9.0,0.36,0
21701,,580.0,41.43,33.89,0.214,0.5,12.68,22.23,3.58,0.99,8.29,0.29,0
21702,,763.0,22.44,,,0.5,0.2,23.98,8.02,0.0,9.0,0.32,0
21703,14.0,489.0,34.93,29.01,,0.43,13.35,,,,9.0,,0
21704,12.0,585.0,48.75,53.09,0.1669999999999999,0.5,,21.67,2.63,0.0,9.0,0.42,0
21705,11.0,489.0,44.45,48.17,,0.64,1.58,22.5,6.31,,9.0,0.45,0
21706,,163.0,14.82,18.82,0.182,1.0,9.73,,0.36,0.0,8.0,0.55,0
21707,13.0,1358.0,,68.17,0.462,,10.85,22.53,,,,,0
21708,17.0,4581.0,269.47,,0.118,0.41,8.9,22.25,4.82,0.0,11.0,0.18,0
21709,13.0,39.0,3.0,0.0,0.308,,5.88,20.73,5.49,0.0,9.0,0.38,0
21710,11.0,722.0,65.64,52.17,0.727,0.64,,19.43,4.74,0.4,,0.45,0
21711,58.0,,34.5,19.72,0.034,1.0,,16.72,,,,,1
21712,,,63.33,,0.524,0.57,1.87,,8.81,,,0.0,0
21713,11.0,306.0,,24.12,1.0,,7.58,19.87,5.3,0.0,9.0,0.27,0
21714,12.0,581.0,48.42,30.06,0.583,,7.78,16.1,3.24,0.58,8.83,0.42,0
21715,35.0,757.0,21.63,17.93,,,9.98,,,,9.0,0.97,0
21716,,1292.0,29.36,24.36,,,17.1,19.2,0.63,0.0,,,1
21717,,738.0,52.71,45.4,0.286,0.5,11.1,16.85,1.77,0.0,9.0,1.0,0
21718,,931.0,51.72,38.75,,0.56,5.77,21.5,6.23,0.65,8.78,0.22,0
21719,19.0,397.0,20.89,15.95,0.053,0.95,9.4,10.68,0.39,0.0,9.0,0.79,0
21720,29.0,1623.0,55.97,41.35,0.207,0.1,6.77,,5.64,0.0,9.0,0.38,0
21721,11.0,4222.0,383.82,666.04,,,7.37,23.0,4.22,2.41,,,0
21722,13.0,379.0,29.15,22.04,,,0.32,22.48,,,8.0,0.31,0
21723,,1374.0,105.69,127.89,0.231,,5.57,,,1.32,8.31,0.15,0
21724,14.0,571.0,40.79,22.28,0.643,0.57,9.83,,2.22,0.0,9.0,,0
21725,17.0,269.0,15.82,,,0.47,2.13,,5.22,2.34,,0.59,0
21726,,809.0,53.93,128.15,0.667,0.47,,22.73,7.56,0.0,9.0,0.4,0
21727,13.0,330.0,25.38,,,0.23,9.33,18.08,2.75,0.44,8.23,0.77,0
21728,11.0,,,23.43,,0.55,0.2,14.67,5.32,0.3,8.91,0.27,0
21729,12.0,340.0,28.33,,0.417,0.17,6.55,19.58,3.49,0.0,9.0,0.5,0
21730,19.0,,,110.43,0.947,0.68,9.62,17.0,2.56,0.0,9.0,,0
21731,74.0,2967.0,40.09,31.31,,0.99,11.43,20.92,2.66,0.0,9.0,,0
21732,45.0,1842.0,40.93,7.04,0.022,,17.18,23.0,2.03,,9.0,,0
21733,18.0,1195.0,66.39,74.6,0.5,0.22,0.52,22.12,,1.76,6.56,0.22,0
21734,17.0,1008.0,59.29,67.74,0.706,0.41,7.13,21.32,,0.0,9.0,0.65,0
21735,13.0,773.0,59.46,98.29,0.308,,22.43,22.9,0.13,0.0,,0.0,0
21736,11.0,192.0,17.45,7.66,0.364,0.18,0.38,20.85,7.44,0.0,9.0,0.45,0
21737,16.0,235.0,14.69,7.86,0.25,,10.63,,0.33,,9.0,1.0,0
21738,11.0,286.0,26.0,,0.273,,12.18,,,0.0,9.0,,0
21739,14.0,356.0,,,0.357,0.43,6.3,20.22,5.74,0.74,8.64,0.0,0
21740,12.0,337.0,28.08,38.15,0.3329999999999999,0.5,0.1,23.55,8.91,0.78,8.67,0.33,0
21741,13.0,336.0,25.85,15.94,0.923,,9.08,,4.46,0.0,9.0,0.23,0
21742,,1319.0,62.81,116.53,0.762,0.38,9.83,,2.85,0.0,9.0,0.81,0
21743,13.0,374.0,28.77,26.99,,,14.32,18.6,1.49,0.0,9.0,0.77,0
21744,21.0,586.0,27.9,29.51,0.476,0.48,9.97,23.02,4.47,,,0.52,0
21745,12.0,12204.0,1017.0,0.0,0.083,0.92,20.12,23.68,1.19,,10.0,,0
21746,15.0,782.0,52.13,23.07,,,8.67,21.72,,,7.13,0.73,0
21747,12.0,1408.0,117.33,137.68,0.25,0.08,7.83,,4.63,,,,0
21748,12.0,1209.0,,73.29,,0.25,,20.35,4.71,0.0,9.0,0.5,0
21749,,,45.89,,0.593,0.22,10.82,22.88,4.55,0.99,8.85,0.41,0
21750,11.0,122.0,11.09,,0.545,0.45,7.67,21.3,5.25,0.0,9.0,0.36,0
21751,31.0,3001.0,96.81,55.47,0.258,0.03,1.1,22.93,4.92,0.0,,,0
21752,33.0,,63.85,82.26,,0.06,0.18,23.82,5.72,0.0,9.0,0.45,0
21753,,1211.0,43.25,35.15,0.25,0.25,9.4,14.48,1.65,0.79,8.79,0.96,0
21754,107.0,3860.0,36.07,17.06,,1.0,9.5,20.87,3.69,,9.0,0.72,0
21755,11.0,585.0,53.18,38.72,0.364,0.64,6.2,15.18,,0.0,9.0,,0
21756,26.0,2061.0,,,,0.65,0.1,23.65,7.32,0.0,9.0,0.35,0
21757,509.0,,13.1,0.86,0.342,0.0,9.32,16.15,2.09,0.0,3.0,,0
21758,15.0,885.0,59.0,62.32,,,0.55,,8.03,,8.6,0.33,0
21759,,2372.0,32.94,15.97,0.0139999999999999,0.9,10.18,16.23,,0.0,9.0,,1
21760,11.0,136.0,12.36,,0.909,0.73,0.4,23.9,7.22,0.0,9.0,0.45,0
21761,11.0,402.0,,26.36,0.273,,10.98,12.33,0.53,1.81,8.45,1.0,0
21762,21.0,505.0,24.05,27.12,0.381,0.9,9.42,12.35,,0.0,9.0,,0
21763,15.0,541.0,36.07,24.38,0.3329999999999999,0.13,8.47,11.2,0.84,0.0,9.0,0.33,0
21764,12.0,788.0,65.67,56.01,0.3329999999999999,0.58,,22.22,5.14,2.64,7.08,0.42,0
21765,17.0,308.0,,16.9,1.0,0.82,0.28,19.18,6.74,0.0,,0.47,0
21766,49.0,,44.94,22.72,0.0819999999999999,1.0,10.4,16.55,,,9.0,1.0,1
21767,11.0,1980.0,,122.24,0.455,0.27,,20.23,,1.57,9.36,0.91,0
21768,13.0,654.0,,57.98,0.385,,10.8,23.27,3.98,0.55,8.85,0.31,0
21769,21.0,1086.0,51.71,34.51,,0.52,6.12,,4.94,0.8,8.62,0.29,0
21770,87.0,4932.0,56.69,42.17,0.034,0.99,9.07,16.38,,0.3,,0.91,1
21771,14.0,515.0,36.79,,0.7140000000000001,0.21,8.72,23.13,,0.47,8.71,0.79,0
21772,,592.0,,49.85,,0.67,9.6,15.12,2.0,0.0,9.0,0.58,0
21773,22.0,1386.0,63.0,84.93,0.2269999999999999,0.14,0.68,,5.28,0.0,,0.41,0
21774,15.0,,,,0.2,0.73,,,3.37,,8.93,0.8,0
21775,12.0,733.0,61.08,72.32,0.3329999999999999,0.5,,18.65,2.55,0.0,9.0,0.92,0
21776,11.0,,172.36,261.02,0.545,0.18,6.18,21.73,7.03,0.0,,0.09,0
21777,15.0,578.0,38.53,32.26,0.3329999999999999,0.73,0.0,23.95,7.33,0.52,8.87,0.27,0
21778,12.0,855.0,,50.37,0.417,,11.72,22.2,3.68,0.78,,0.75,0
21779,12.0,72.0,6.0,1.6,0.1669999999999999,0.08,8.97,10.35,0.41,0.0,8.0,,0
21780,11.0,216.0,19.64,15.84,0.636,0.45,2.77,,7.3,1.51,7.91,,0
21781,15.0,1787.0,119.13,115.27,,0.2,9.98,18.1,3.29,0.0,9.0,0.87,0
21782,13.0,523.0,40.23,30.71,0.077,,0.12,,5.82,0.0,9.0,0.54,0
21783,21.0,595.0,28.33,19.24,0.3329999999999999,,8.43,17.22,2.97,0.0,9.0,,0
21784,12.0,533.0,,,0.5,,6.83,20.72,4.11,0.58,8.83,0.67,0
21785,,707.0,35.35,,0.9,0.6,9.73,18.63,3.03,0.45,8.9,0.7,0
21786,89.0,,27.73,1.01,0.022,0.01,0.75,23.08,,,9.0,0.1,0
21787,,,,82.17,0.005,0.03,9.8,,3.71,1.4,8.86,0.61,0
21788,15.0,,30.47,46.84,0.5329999999999999,0.53,,,3.52,0.0,,0.67,0
21789,,12993.0,141.23,265.57,0.011,0.93,4.32,23.93,,0.0,9.0,,0
21790,22.0,1294.0,58.82,59.52,0.136,0.91,10.17,13.88,0.83,0.0,9.0,1.0,1
21791,14.0,2592.0,,,0.143,0.21,,,,0.0,11.0,,0
21792,12.0,650.0,54.17,32.87,,0.42,6.73,18.15,,,9.0,0.67,0
21793,12.0,5677.0,473.08,552.65,0.3329999999999999,0.08,10.62,22.1,4.27,0.0,,,0
21794,17.0,217.0,12.76,,0.118,0.12,12.38,19.57,2.64,0.0,,0.41,0
21795,14.0,,80.14,85.45,0.286,0.29,6.27,21.33,,0.0,10.0,0.21,0
21796,16.0,1343.0,83.94,,0.188,0.19,8.73,15.07,1.92,0.0,9.0,0.69,0
21797,15.0,,397.4,947.36,,0.13,12.2,,2.9,0.49,10.67,0.27,0
21798,,929.0,84.45,76.63,0.636,0.82,0.82,22.88,6.76,0.67,8.64,0.27,0
21799,13.0,1321.0,101.62,96.22,0.462,0.69,0.05,22.7,7.98,,8.0,0.38,0
21800,16.0,614.0,38.38,24.81,0.125,,7.77,22.02,5.36,0.25,,,0
21801,,2976.0,82.67,222.06,,0.17,8.02,19.1,,0.7,6.17,,0
21802,77.0,,67.0,55.95,0.052,0.99,15.45,20.95,1.66,0.45,8.9,,1
21803,,,,6.15,0.882,,8.53,,4.78,0.0,9.0,,0
21804,11.0,904.0,82.18,76.41,0.182,0.45,,20.85,4.63,1.51,7.91,,0
21805,,288.0,26.18,15.54,0.909,,7.97,22.77,5.63,0.0,9.0,,0
21806,11.0,905.0,82.27,84.84,,,11.28,17.15,1.6,2.32,10.18,1.0,0
21807,28.0,1119.0,39.96,0.33,0.036,0.04,0.0,,1.0,0.0,9.0,0.0,0
21808,14.0,,,27.52,0.214,0.64,6.75,18.23,,0.99,7.71,,0
21809,15.0,706.0,47.07,,0.2,,6.78,17.4,2.76,0.35,8.87,0.67,0
21810,12.0,1008.0,84.0,55.91,0.417,,7.65,20.12,5.06,1.56,8.33,0.08,0
21811,117.0,,47.31,31.2,0.043,0.99,,19.65,1.63,,9.0,0.68,1
21812,11.0,302.0,27.45,22.91,0.909,,11.98,17.95,,0.0,9.0,1.0,0
21813,15.0,1019.0,67.93,53.63,0.2,0.33,9.73,20.48,3.51,0.52,10.87,0.73,0
21814,14.0,,162.93,294.5,0.357,0.07,,21.05,0.24,,9.0,0.0,0
21815,31.0,1002.0,32.32,26.07,0.161,0.65,6.8,21.93,5.36,0.0,9.0,0.23,0
21816,,594.0,,27.08,0.957,0.7,12.7,23.1,3.1,,9.0,,0
21817,,185.0,,2.2,0.542,0.08,,23.73,9.0,1.22,,0.21,0
21818,15.0,1153.0,,179.5,0.267,0.6,8.53,19.68,2.48,0.74,8.6,,0
21819,,336.0,,,0.5329999999999999,0.47,9.87,23.73,4.64,0.0,9.0,0.53,0
21820,,,39.32,42.68,0.474,0.53,0.28,22.88,6.67,2.25,7.95,0.68,0
21821,,566.0,51.45,29.12,0.273,,10.9,19.5,3.03,,8.91,0.64,0
21822,23.0,,18.17,15.91,0.7829999999999999,,2.13,22.88,4.8,0.0,9.0,0.39,0
21823,,486.0,40.5,22.69,0.75,0.5,,23.27,3.16,0.0,9.0,0.42,0
21824,12.0,,62.58,118.91,,0.67,10.73,,3.17,0.0,9.0,0.75,0
21825,17.0,522.0,30.71,20.13,0.294,0.29,18.45,23.73,1.37,0.44,8.24,0.0,0
21826,21.0,593.0,28.24,29.6,0.5710000000000001,0.43,10.6,22.48,4.34,0.0,9.0,0.67,0
21827,20.0,848.0,42.4,44.56,0.5,0.75,12.42,23.6,2.41,0.0,9.0,,0
21828,,,,31.07,0.462,0.62,8.8,,3.91,0.55,8.85,0.46,0
21829,64.0,,24.66,14.44,0.016,0.98,11.98,,1.35,0.75,8.91,0.56,0
21830,16.0,1091.0,68.19,67.6,0.563,0.38,,22.62,3.46,,,,0
21831,,685.0,62.27,,0.545,,0.38,,5.81,0.0,9.0,,0
21832,,12444.0,1037.0,,0.25,,20.13,23.47,1.09,0.0,10.0,0.0,0
21833,12.0,355.0,29.58,27.14,0.25,0.33,7.43,20.3,4.69,0.0,,0.75,0
21834,,,103.82,104.94,1.0,0.55,12.15,19.37,2.24,,9.0,0.73,0
21835,11.0,490.0,44.55,43.67,0.364,0.55,,18.02,,0.47,,0.18,0
21836,,745.0,62.08,46.32,,0.42,,18.78,2.78,0.0,9.0,0.83,0
21837,12.0,487.0,40.58,35.5,0.25,0.42,9.28,,4.14,0.0,11.0,0.33,0
21838,,706.0,,94.58,0.75,0.58,10.43,,,1.86,8.25,,0
21839,12.0,1303.0,108.58,212.97,0.417,0.58,9.43,16.35,2.77,0.58,8.83,0.75,0
21840,14.0,,47.36,29.03,0.429,0.29,9.55,23.87,4.65,0.0,9.0,0.07,0
21841,16.0,159.0,9.94,4.61,,,15.62,20.42,,0.0,9.0,0.5,0
21842,,,346.93,860.19,0.067,0.2,9.12,20.02,2.87,0.0,11.0,0.87,0
21843,,,41.48,,,0.63,0.03,23.6,5.58,0.0,9.0,0.04,0
21844,,241.0,20.08,,,0.17,13.97,,3.8,0.0,9.0,0.25,0
21845,14.0,,38.43,,0.071,0.29,0.55,22.42,6.52,,11.0,0.21,0
21846,,889.0,,30.97,0.857,0.6,0.03,23.68,8.48,,9.0,0.2,0
21847,11.0,231.0,21.0,17.6,0.455,0.27,,23.8,3.79,,9.0,0.27,0
21848,12.0,,40.75,31.51,0.1669999999999999,1.0,0.28,23.08,8.72,0.45,8.75,0.33,0
21849,16.0,808.0,,34.89,0.5,0.5,9.12,,,,9.0,,0
21850,12.0,267.0,22.25,17.38,0.1669999999999999,0.42,8.77,18.68,3.8,1.17,8.5,,0
21851,143.0,,70.22,94.53,0.042,0.96,10.38,20.12,,0.08,7.99,0.8,0
21852,89.0,3424.0,,34.45,0.079,0.96,,18.22,1.23,0.0,9.0,0.96,1
21853,,2436.0,49.71,20.16,0.122,0.96,10.33,14.7,1.27,,9.0,1.0,0
21854,17.0,1285.0,75.59,118.01,0.765,0.12,9.58,,4.8,0.0,9.0,,0
21855,,,79.35,88.56,0.0289999999999999,,13.45,17.52,0.86,0.0,9.0,1.0,1
21856,18.0,528.0,29.33,25.67,,0.61,6.9,18.65,4.26,,9.0,,0
21857,23.0,,44.7,,0.13,0.83,12.52,15.82,1.5,0.95,7.0,1.0,0
21858,18.0,283.0,15.72,,0.3329999999999999,0.11,,13.72,1.47,0.0,,,0
21859,12.0,111.0,,11.48,,0.17,13.55,,,0.87,5.75,0.83,0
21860,17.0,727.0,42.76,41.62,,,0.12,23.57,6.93,,8.82,0.35,0
21861,25.0,,,236.26,0.16,,2.33,20.08,5.0,0.82,8.6,0.2,0
21862,11.0,296.0,,31.42,0.636,0.55,12.17,22.82,2.77,0.0,9.0,,0
21863,13.0,1004.0,77.23,72.2,0.769,0.46,8.0,20.68,4.16,0.75,8.69,0.69,0
21864,,,55.31,64.56,0.615,,5.98,15.97,3.8,,6.69,0.38,0
21865,16.0,48.0,3.0,,0.125,0.06,,23.1,,0.0,9.0,0.31,0
21866,104.0,3966.0,,33.36,0.087,,10.42,,2.31,0.0,9.0,0.62,1
21867,11.0,431.0,39.18,28.68,0.273,0.36,,14.05,2.34,0.0,9.0,0.82,0
21868,13.0,1408.0,108.31,160.45,,0.54,0.0,13.57,5.9,0.75,8.69,0.69,0
21869,12.0,130.0,,9.55,,0.08,0.03,23.95,6.99,0.0,3.0,0.42,0
21870,42.0,1212.0,28.86,25.66,0.119,0.95,8.9,16.92,,0.0,,0.62,0
21871,14.0,254.0,,13.24,0.7859999999999999,0.64,0.92,22.85,,,,,0
21872,12.0,1734.0,144.5,152.8,0.1669999999999999,0.42,13.68,21.02,2.19,0.49,8.67,0.42,0
21873,11.0,983.0,89.36,128.3,0.273,,2.45,,6.39,0.63,6.0,0.0,0
21874,13.0,2165.0,166.54,177.8,0.231,0.15,0.72,15.25,5.24,,11.0,0.85,0
21875,,187.0,14.38,6.68,0.077,0.08,9.1,13.48,1.69,,8.0,0.62,0
21876,29.0,1315.0,,40.97,,0.45,6.1,20.97,,0.0,9.0,0.52,0
21877,14.0,12608.0,900.57,1280.05,,0.43,9.47,21.35,,0.0,10.0,0.79,0
21878,18.0,406.0,,18.68,,0.61,7.77,,,0.47,8.89,0.56,0
21879,11.0,407.0,37.0,42.93,0.727,,7.58,19.65,4.5,,8.45,0.36,0
21880,12.0,776.0,64.67,41.89,,0.58,12.68,,3.56,0.0,,0.5,0
21881,,717.0,39.83,32.39,0.611,0.28,,,,0.0,9.0,0.22,0
21882,26.0,1264.0,48.62,50.98,0.385,0.54,6.4,20.85,4.98,0.94,8.38,0.35,0
21883,,1374.0,,44.3,,0.56,9.13,,,,7.78,0.78,0
21884,,1339.0,66.95,142.48,0.3,0.25,0.32,22.83,6.18,0.0,9.0,0.45,0
21885,20.0,,182.2,388.01,,0.05,19.25,20.95,0.63,0.0,9.0,0.0,0
21886,,399.0,,9.69,0.111,0.06,,19.6,0.13,0.0,5.0,0.0,0
21887,13.0,484.0,37.23,22.42,0.154,0.77,8.93,20.97,,0.0,,0.31,0
21888,49.0,,37.61,38.54,0.0819999999999999,0.63,13.1,20.15,1.99,,8.06,0.84,0
21889,27.0,1516.0,,52.46,,0.63,,,,1.27,8.3,,0
21890,11.0,,30.55,,0.364,0.64,7.75,19.05,4.17,1.01,7.73,,0
21891,23.0,950.0,,46.06,0.217,0.65,0.2,22.93,6.97,0.42,8.91,0.26,0
21892,68.0,2447.0,35.99,26.75,0.0289999999999999,0.85,10.53,,1.99,0.24,8.97,1.0,1
21893,,453.0,,45.69,,0.62,10.1,17.37,1.87,,9.0,1.0,0
21894,44.0,,,411.41,0.068,0.02,12.45,21.68,1.43,0.0,3.0,,0
21895,22.0,,100.36,204.95,0.2269999999999999,0.36,7.25,22.03,4.48,0.98,10.27,0.64,0
21896,11.0,2031.0,184.64,265.1,0.455,,6.47,22.92,4.66,0.3,,0.64,0
21897,,,140.74,,0.174,,0.58,12.03,4.96,0.0,9.0,0.22,0
21898,11.0,,,78.06,0.091,0.27,12.75,21.72,4.24,0.0,9.0,0.64,0
21899,,751.0,57.77,46.03,,,,18.3,3.58,0.55,8.85,0.77,0
21900,18.0,,,118.5,0.444,,,22.7,7.4,,,0.22,0
21901,24.0,,15.58,21.32,0.292,0.13,5.7,14.73,2.64,,,0.17,0
21902,33.0,,33.36,35.37,,0.3,0.62,,6.25,0.0,9.0,0.55,0
21903,11.0,650.0,59.09,36.3,,,12.0,20.58,2.83,0.6,8.82,0.27,0
21904,,561.0,25.5,24.74,0.5,0.55,1.48,22.77,5.63,0.0,9.0,0.23,0
21905,14.0,1344.0,96.0,,,,7.9,18.6,,0.85,8.57,0.79,0
21906,,350.0,,16.37,,,2.67,22.73,5.35,,,0.42,0
21907,15.0,,,28.23,0.467,0.07,,10.07,0.18,0.0,9.0,0.13,0
21908,60.0,2951.0,49.18,30.04,0.017,0.98,12.88,16.48,1.11,0.13,9.02,1.0,0
21909,28.0,84.0,3.0,0.0,0.143,0.04,0.02,,6.21,0.0,9.0,0.46,0
21910,23.0,1798.0,78.17,136.94,0.261,1.0,13.53,14.88,0.42,0.0,,1.0,0
21911,76.0,3767.0,49.57,52.6,0.053,0.89,12.27,21.07,3.0,0.0,9.0,0.22,1
21912,18.0,716.0,,23.63,0.611,0.94,13.35,21.57,3.12,,9.0,0.61,0
21913,11.0,,51.27,98.15,0.455,0.45,0.1,21.15,7.51,0.0,9.0,0.18,0
21914,241.0,,72.08,77.86,0.004,0.02,10.85,,3.07,0.63,9.05,0.65,0
21915,,,25.36,32.36,0.69,,0.15,22.62,,0.0,9.0,0.21,0
21916,,3648.0,304.0,456.94,0.1669999999999999,,14.82,20.92,,0.0,11.0,0.25,0
21917,25.0,1648.0,65.92,,,1.0,10.72,17.1,2.78,,9.0,,0
21918,15.0,495.0,33.0,,0.4,,8.73,15.57,2.47,,,,0
21919,13.0,523.0,,35.06,,0.31,16.22,23.2,1.93,0.0,9.0,0.08,0
21920,14.0,757.0,54.07,115.02,0.286,0.29,3.42,23.58,,,,0.43,0
21921,13.0,467.0,35.92,33.83,0.5379999999999999,0.62,6.45,21.38,3.98,,7.92,,0
21922,28.0,,,21.65,0.643,,,16.82,,0.0,3.0,0.75,0
21923,14.0,68513.0,,2642.49,0.357,0.14,2.45,22.77,5.81,1.6,8.57,,0
21924,25.0,1166.0,,43.25,,0.36,,17.38,,0.5,8.6,0.96,0
21925,12.0,267.0,22.25,37.78,0.25,0.25,7.78,,0.7,,,0.08,0
21926,14.0,723.0,51.64,60.67,0.429,0.36,,17.33,1.74,0.0,9.0,1.0,0
21927,,1005.0,40.2,35.94,0.28,0.16,8.27,17.68,2.8,,7.48,0.8,0
21928,11.0,1127.0,102.45,,,0.55,10.53,22.38,5.23,0.92,,,0
21929,15.0,1145.0,76.33,95.4,0.2,0.33,8.75,19.68,3.78,0.52,8.87,0.4,0
21930,13.0,992.0,76.31,87.18,,,,19.3,4.27,0.0,9.0,,0
